created_at,user_followers_count,user_verified,total_tweets,follower_distribution
2020-10-27 20:00:00+00:00,0,0,0.0,[]
2020-10-27 20:05:00+00:00,0,0,0.0,[]
2020-10-27 20:10:00+00:00,0,0,0.0,[]
2020-10-27 20:15:00+00:00,0,0,0.0,[]
2020-10-27 20:20:00+00:00,0,0,0.0,[]
2020-10-27 20:25:00+00:00,0,0,0.0,[]
2020-10-27 20:30:00+00:00,0,0,0.0,[]
2020-10-27 20:35:00+00:00,0,0,0.0,[]
2020-10-27 20:40:00+00:00,0,0,0.0,[]
2020-10-27 20:45:00+00:00,0,0,0.0,[]
2020-10-27 20:50:00+00:00,0,0,0.0,[]
2020-10-27 20:55:00+00:00,0,0,0.0,[]
2020-10-27 21:00:00+00:00,0,0,0.0,[]
2020-10-27 21:05:00+00:00,370,0,1.0,[370]
2020-10-27 21:10:00+00:00,0,0,0.0,[]
2020-10-27 21:15:00+00:00,0,0,0.0,[]
2020-10-27 21:20:00+00:00,0,0,0.0,[]
2020-10-27 21:25:00+00:00,0,0,0.0,[]
2020-10-27 21:30:00+00:00,0,0,0.0,[]
2020-10-27 21:35:00+00:00,0,0,0.0,[]
2020-10-27 21:40:00+00:00,0,0,0.0,[]
2020-10-27 21:45:00+00:00,0,0,0.0,[]
2020-10-27 21:50:00+00:00,0,0,0.0,[]
2020-10-27 21:55:00+00:00,0,0,0.0,[]
2020-10-27 22:00:00+00:00,0,0,0.0,[]
2020-10-27 22:05:00+00:00,0,0,0.0,[]
2020-10-27 22:10:00+00:00,0,0,0.0,[]
2020-10-27 22:15:00+00:00,0,0,0.0,[]
2020-10-27 22:20:00+00:00,0,0,0.0,[]
2020-10-27 22:25:00+00:00,0,0,0.0,[]
2020-10-27 22:30:00+00:00,0,0,0.0,[]
2020-10-27 22:35:00+00:00,0,0,0.0,[]
2020-10-27 22:40:00+00:00,0,0,0.0,[]
2020-10-27 22:45:00+00:00,0,0,0.0,[]
2020-10-27 22:50:00+00:00,0,0,0.0,[]
2020-10-27 22:55:00+00:00,0,0,0.0,[]
2020-10-27 23:00:00+00:00,0,0,0.0,[]
2020-10-27 23:05:00+00:00,0,0,0.0,[]
2020-10-27 23:10:00+00:00,0,0,0.0,[]
2020-10-27 23:15:00+00:00,0,0,0.0,[]
2020-10-27 23:20:00+00:00,460,0,1.0,[460]
2020-10-27 23:25:00+00:00,0,0,0.0,[]
2020-10-27 23:30:00+00:00,0,0,0.0,[]
2020-10-27 23:35:00+00:00,0,0,0.0,[]
2020-10-27 23:40:00+00:00,0,0,0.0,[]
2020-10-27 23:45:00+00:00,0,0,0.0,[]
2020-10-27 23:50:00+00:00,0,0,0.0,[]
2020-10-27 23:55:00+00:00,0,0,0.0,[]
2020-10-28 00:00:00+00:00,0,0,0.0,[]
2020-10-28 00:05:00+00:00,0,0,0.0,[]
2020-10-28 00:10:00+00:00,0,0,0.0,[]
2020-10-28 00:15:00+00:00,0,0,0.0,[]
2020-10-28 00:20:00+00:00,0,0,0.0,[]
2020-10-28 00:25:00+00:00,0,0,0.0,[]
2020-10-28 00:30:00+00:00,0,0,0.0,[]
2020-10-28 00:35:00+00:00,0,0,0.0,[]
2020-10-28 00:40:00+00:00,0,0,0.0,[]
2020-10-28 00:45:00+00:00,0,0,0.0,[]
2020-10-28 00:50:00+00:00,0,0,0.0,[]
2020-10-28 00:55:00+00:00,0,0,0.0,[]
2020-10-28 01:00:00+00:00,0,0,0.0,[]
2020-10-28 01:05:00+00:00,0,0,0.0,[]
2020-10-28 01:10:00+00:00,0,0,0.0,[]
2020-10-28 01:15:00+00:00,0,0,0.0,[]
2020-10-28 01:20:00+00:00,0,0,0.0,[]
2020-10-28 01:25:00+00:00,0,0,0.0,[]
2020-10-28 01:30:00+00:00,0,0,0.0,[]
2020-10-28 01:35:00+00:00,0,0,0.0,[]
2020-10-28 01:40:00+00:00,0,0,0.0,[]
2020-10-28 01:45:00+00:00,0,0,0.0,[]
2020-10-28 01:50:00+00:00,0,0,0.0,[]
2020-10-28 01:55:00+00:00,0,0,0.0,[]
2020-10-28 02:00:00+00:00,0,0,0.0,[]
2020-10-28 02:05:00+00:00,0,0,0.0,[]
2020-10-28 02:10:00+00:00,0,0,0.0,[]
2020-10-28 02:15:00+00:00,0,0,0.0,[]
2020-10-28 02:20:00+00:00,0,0,0.0,[]
2020-10-28 02:25:00+00:00,0,0,0.0,[]
2020-10-28 02:30:00+00:00,0,0,0.0,[]
2020-10-28 02:35:00+00:00,0,0,0.0,[]
2020-10-28 02:40:00+00:00,0,0,0.0,[]
2020-10-28 02:45:00+00:00,0,0,0.0,[]
2020-10-28 02:50:00+00:00,0,0,0.0,[]
2020-10-28 02:55:00+00:00,0,0,0.0,[]
2020-10-28 03:00:00+00:00,0,0,0.0,[]
2020-10-28 03:05:00+00:00,0,0,0.0,[]
2020-10-28 03:10:00+00:00,0,0,0.0,[]
2020-10-28 03:15:00+00:00,0,0,0.0,[]
2020-10-28 03:20:00+00:00,0,0,0.0,[]
2020-10-28 03:25:00+00:00,0,0,0.0,[]
2020-10-28 03:30:00+00:00,0,0,0.0,[]
2020-10-28 03:35:00+00:00,0,0,0.0,[]
2020-10-28 03:40:00+00:00,0,0,0.0,[]
2020-10-28 03:45:00+00:00,0,0,0.0,[]
2020-10-28 03:50:00+00:00,0,0,0.0,[]
2020-10-28 03:55:00+00:00,0,0,0.0,[]
2020-10-28 04:00:00+00:00,0,0,0.0,[]
2020-10-28 04:05:00+00:00,0,0,0.0,[]
2020-10-28 04:10:00+00:00,10,0,1.0,[10]
2020-10-28 04:15:00+00:00,0,0,0.0,[]
2020-10-28 04:20:00+00:00,0,0,0.0,[]
2020-10-28 04:25:00+00:00,0,0,0.0,[]
2020-10-28 04:30:00+00:00,0,0,0.0,[]
2020-10-28 04:35:00+00:00,0,0,0.0,[]
2020-10-28 04:40:00+00:00,2560,0,1.0,[2560]
2020-10-28 04:45:00+00:00,0,0,0.0,[]
2020-10-28 04:50:00+00:00,0,0,0.0,[]
2020-10-28 04:55:00+00:00,0,0,0.0,[]
2020-10-28 05:00:00+00:00,0,0,0.0,[]
2020-10-28 05:05:00+00:00,0,0,0.0,[]
2020-10-28 05:10:00+00:00,0,0,0.0,[]
2020-10-28 05:15:00+00:00,0,0,0.0,[]
2020-10-28 05:20:00+00:00,0,0,0.0,[]
2020-10-28 05:25:00+00:00,0,0,0.0,[]
2020-10-28 05:30:00+00:00,0,0,0.0,[]
2020-10-28 05:35:00+00:00,0,0,0.0,[]
2020-10-28 05:40:00+00:00,0,0,0.0,[]
2020-10-28 05:45:00+00:00,0,0,0.0,[]
2020-10-28 05:50:00+00:00,0,0,0.0,[]
2020-10-28 05:55:00+00:00,0,0,0.0,[]
2020-10-28 06:00:00+00:00,0,0,0.0,[]
2020-10-28 06:05:00+00:00,0,0,0.0,[]
2020-10-28 06:10:00+00:00,0,0,0.0,[]
2020-10-28 06:15:00+00:00,0,0,0.0,[]
2020-10-28 06:20:00+00:00,0,0,0.0,[]
2020-10-28 06:25:00+00:00,0,0,0.0,[]
2020-10-28 06:30:00+00:00,0,0,0.0,[]
2020-10-28 06:35:00+00:00,0,0,0.0,[]
2020-10-28 06:40:00+00:00,0,0,0.0,[]
2020-10-28 06:45:00+00:00,0,0,0.0,[]
2020-10-28 06:50:00+00:00,0,0,0.0,[]
2020-10-28 06:55:00+00:00,0,0,0.0,[]
2020-10-28 07:00:00+00:00,0,0,0.0,[]
2020-10-28 07:05:00+00:00,0,0,0.0,[]
2020-10-28 07:10:00+00:00,0,0,0.0,[]
2020-10-28 07:15:00+00:00,0,0,0.0,[]
2020-10-28 07:20:00+00:00,0,0,0.0,[]
2020-10-28 07:25:00+00:00,0,0,0.0,[]
2020-10-28 07:30:00+00:00,0,0,0.0,[]
2020-10-28 07:35:00+00:00,160,0,1.0,[160]
2020-10-28 07:40:00+00:00,0,0,0.0,[]
2020-10-28 07:45:00+00:00,0,0,0.0,[]
2020-10-28 07:50:00+00:00,0,0,0.0,[]
2020-10-28 07:55:00+00:00,0,0,0.0,[]
2020-10-28 08:00:00+00:00,0,0,0.0,[]
2020-10-28 08:05:00+00:00,0,0,0.0,[]
2020-10-28 08:10:00+00:00,0,0,0.0,[]
2020-10-28 08:15:00+00:00,0,0,0.0,[]
2020-10-28 08:20:00+00:00,0,0,0.0,[]
2020-10-28 08:25:00+00:00,0,0,0.0,[]
2020-10-28 08:30:00+00:00,0,0,0.0,[]
2020-10-28 08:35:00+00:00,0,0,0.0,[]
2020-10-28 08:40:00+00:00,5810,0,1.0,[5810]
2020-10-28 08:45:00+00:00,0,0,0.0,[]
2020-10-28 08:50:00+00:00,0,0,0.0,[]
2020-10-28 08:55:00+00:00,0,0,0.0,[]
2020-10-28 09:00:00+00:00,0,0,0.0,[]
2020-10-28 09:05:00+00:00,0,0,0.0,[]
2020-10-28 09:10:00+00:00,0,0,0.0,[]
2020-10-28 09:15:00+00:00,0,0,0.0,[]
2020-10-28 09:20:00+00:00,0,0,0.0,[]
2020-10-28 09:25:00+00:00,0,0,0.0,[]
2020-10-28 09:30:00+00:00,0,0,0.0,[]
2020-10-28 09:35:00+00:00,0,0,0.0,[]
2020-10-28 09:40:00+00:00,0,0,0.0,[]
2020-10-28 09:45:00+00:00,0,0,0.0,[]
2020-10-28 09:50:00+00:00,0,0,0.0,[]
2020-10-28 09:55:00+00:00,0,0,0.0,[]
2020-10-28 10:00:00+00:00,0,0,0.0,[]
2020-10-28 10:05:00+00:00,0,0,0.0,[]
2020-10-28 10:10:00+00:00,0,0,0.0,[]
2020-10-28 10:15:00+00:00,0,0,0.0,[]
2020-10-28 10:20:00+00:00,0,0,0.0,[]
2020-10-28 10:25:00+00:00,0,0,0.0,[]
2020-10-28 10:30:00+00:00,0,0,0.0,[]
2020-10-28 10:35:00+00:00,0,0,0.0,[]
2020-10-28 10:40:00+00:00,0,0,0.0,[]
2020-10-28 10:45:00+00:00,0,0,0.0,[]
2020-10-28 10:50:00+00:00,0,0,0.0,[]
2020-10-28 10:55:00+00:00,0,0,0.0,[]
2020-10-28 11:00:00+00:00,0,0,0.0,[]
2020-10-28 11:05:00+00:00,0,0,0.0,[]
2020-10-28 11:10:00+00:00,0,0,0.0,[]
2020-10-28 11:15:00+00:00,0,0,0.0,[]
2020-10-28 11:20:00+00:00,0,0,0.0,[]
2020-10-28 11:25:00+00:00,0,0,0.0,[]
2020-10-28 11:30:00+00:00,0,0,0.0,[]
2020-10-28 11:35:00+00:00,0,0,0.0,[]
2020-10-28 11:40:00+00:00,3010,0,1.0,[3010]
2020-10-28 11:45:00+00:00,2410,0,1.0,[2410]
2020-10-28 11:50:00+00:00,0,0,0.0,[]
2020-10-28 11:55:00+00:00,0,0,0.0,[]
2020-10-28 12:00:00+00:00,0,0,0.0,[]
2020-10-28 12:05:00+00:00,0,0,0.0,[]
2020-10-28 12:10:00+00:00,0,0,0.0,[]
2020-10-28 12:15:00+00:00,0,0,0.0,[]
2020-10-28 12:20:00+00:00,0,0,0.0,[]
2020-10-28 12:25:00+00:00,0,0,0.0,[]
2020-10-28 12:30:00+00:00,500,0,1.0,[500]
2020-10-28 12:35:00+00:00,0,0,0.0,[]
2020-10-28 12:40:00+00:00,0,0,0.0,[]
2020-10-28 12:45:00+00:00,60,0,1.0,[60]
2020-10-28 12:50:00+00:00,0,0,0.0,[]
2020-10-28 12:55:00+00:00,0,0,0.0,[]
2020-10-28 13:00:00+00:00,0,0,0.0,[]
2020-10-28 13:05:00+00:00,0,0,0.0,[]
2020-10-28 13:10:00+00:00,0,0,0.0,[]
2020-10-28 13:15:00+00:00,0,0,0.0,[]
2020-10-28 13:20:00+00:00,0,0,0.0,[]
2020-10-28 13:25:00+00:00,0,0,0.0,[]
2020-10-28 13:30:00+00:00,0,0,0.0,[]
2020-10-28 13:35:00+00:00,0,0,0.0,[]
2020-10-28 13:40:00+00:00,0,0,0.0,[]
2020-10-28 13:45:00+00:00,0,0,0.0,[]
2020-10-28 13:50:00+00:00,0,0,0.0,[]
2020-10-28 13:55:00+00:00,0,0,0.0,[]
2020-10-28 14:00:00+00:00,0,0,0.0,[]
2020-10-28 14:05:00+00:00,0,0,0.0,[]
2020-10-28 14:10:00+00:00,0,0,0.0,[]
2020-10-28 14:15:00+00:00,0,0,0.0,[]
2020-10-28 14:20:00+00:00,0,0,0.0,[]
2020-10-28 14:25:00+00:00,0,0,0.0,[]
2020-10-28 14:30:00+00:00,0,0,0.0,[]
2020-10-28 14:35:00+00:00,0,0,0.0,[]
2020-10-28 14:40:00+00:00,0,0,0.0,[]
2020-10-28 14:45:00+00:00,0,0,0.0,[]
2020-10-28 14:50:00+00:00,0,0,0.0,[]
2020-10-28 14:55:00+00:00,750,0,1.0,[750]
2020-10-28 15:00:00+00:00,0,0,0.0,[]
2020-10-28 15:05:00+00:00,0,0,0.0,[]
2020-10-28 15:10:00+00:00,0,0,0.0,[]
2020-10-28 15:15:00+00:00,0,0,0.0,[]
2020-10-28 15:20:00+00:00,0,0,0.0,[]
2020-10-28 15:25:00+00:00,0,0,0.0,[]
2020-10-28 15:30:00+00:00,10,0,1.0,[10]
2020-10-28 15:35:00+00:00,0,0,0.0,[]
2020-10-28 15:40:00+00:00,0,0,0.0,[]
2020-10-28 15:45:00+00:00,0,0,0.0,[]
2020-10-28 15:50:00+00:00,460,0,1.0,[460]
2020-10-28 15:55:00+00:00,0,0,0.0,[]
2020-10-28 16:00:00+00:00,0,0,0.0,[]
2020-10-28 16:05:00+00:00,0,0,0.0,[]
2020-10-28 16:10:00+00:00,680,0,1.0,[680]
2020-10-28 16:15:00+00:00,0,0,0.0,[]
2020-10-28 16:20:00+00:00,0,0,0.0,[]
2020-10-28 16:25:00+00:00,0,0,0.0,[]
2020-10-28 16:30:00+00:00,0,0,0.0,[]
2020-10-28 16:35:00+00:00,0,0,0.0,[]
2020-10-28 16:40:00+00:00,0,0,0.0,[]
2020-10-28 16:45:00+00:00,0,0,0.0,[]
2020-10-28 16:50:00+00:00,0,0,0.0,[]
2020-10-28 16:55:00+00:00,0,0,0.0,[]
2020-10-28 17:00:00+00:00,0,0,0.0,[]
2020-10-28 17:05:00+00:00,0,0,0.0,[]
2020-10-28 17:10:00+00:00,0,0,0.0,[]
2020-10-28 17:15:00+00:00,0,0,0.0,[]
2020-10-28 17:20:00+00:00,0,0,0.0,[]
2020-10-28 17:25:00+00:00,0,0,0.0,[]
2020-10-28 17:30:00+00:00,0,0,0.0,[]
2020-10-28 17:35:00+00:00,0,0,0.0,[]
2020-10-28 17:40:00+00:00,0,0,0.0,[]
2020-10-28 17:45:00+00:00,0,0,0.0,[]
2020-10-28 17:50:00+00:00,0,0,0.0,[]
2020-10-28 17:55:00+00:00,0,0,0.0,[]
2020-10-28 18:00:00+00:00,0,0,0.0,[]
2020-10-28 18:05:00+00:00,0,0,0.0,[]
2020-10-28 18:10:00+00:00,0,0,0.0,[]
2020-10-28 18:15:00+00:00,0,0,0.0,[]
2020-10-28 18:20:00+00:00,0,0,0.0,[]
2020-10-28 18:25:00+00:00,0,0,0.0,[]
2020-10-28 18:30:00+00:00,0,0,0.0,[]
2020-10-28 18:35:00+00:00,0,0,0.0,[]
2020-10-28 18:40:00+00:00,0,0,0.0,[]
2020-10-28 18:45:00+00:00,0,0,0.0,[]
2020-10-28 18:50:00+00:00,0,0,0.0,[]
2020-10-28 18:55:00+00:00,0,0,0.0,[]
2020-10-28 19:00:00+00:00,0,0,0.0,[]
2020-10-28 19:05:00+00:00,0,0,0.0,[]
2020-10-28 19:10:00+00:00,0,0,0.0,[]
2020-10-28 19:15:00+00:00,0,0,0.0,[]
2020-10-28 19:20:00+00:00,890,0,1.0,[890]
2020-10-28 19:25:00+00:00,0,0,0.0,[]
2020-10-28 19:30:00+00:00,0,0,0.0,[]
2020-10-28 19:35:00+00:00,0,0,0.0,[]
2020-10-28 19:40:00+00:00,0,0,0.0,[]
2020-10-28 19:45:00+00:00,0,0,0.0,[]
2020-10-28 19:50:00+00:00,0,0,0.0,[]
2020-10-28 19:55:00+00:00,0,0,0.0,[]
2020-10-28 20:00:00+00:00,600,0,1.0,[600]
2020-10-28 20:05:00+00:00,0,0,0.0,[]
2020-10-28 20:10:00+00:00,0,0,0.0,[]
2020-10-28 20:15:00+00:00,0,0,0.0,[]
2020-10-28 20:20:00+00:00,0,0,0.0,[]
2020-10-28 20:25:00+00:00,0,0,0.0,[]
2020-10-28 20:30:00+00:00,0,0,0.0,[]
2020-10-28 20:35:00+00:00,0,0,0.0,[]
2020-10-28 20:40:00+00:00,0,0,0.0,[]
2020-10-28 20:45:00+00:00,0,0,0.0,[]
2020-10-28 20:50:00+00:00,0,0,0.0,[]
2020-10-28 20:55:00+00:00,0,0,0.0,[]
2020-10-28 21:00:00+00:00,0,0,0.0,[]
2020-10-28 21:05:00+00:00,0,0,0.0,[]
2020-10-28 21:10:00+00:00,0,0,0.0,[]
2020-10-28 21:15:00+00:00,0,0,0.0,[]
2020-10-28 21:20:00+00:00,0,0,0.0,[]
2020-10-28 21:25:00+00:00,0,0,0.0,[]
2020-10-28 21:30:00+00:00,0,0,0.0,[]
2020-10-28 21:35:00+00:00,0,0,0.0,[]
2020-10-28 21:40:00+00:00,0,0,0.0,[]
2020-10-28 21:45:00+00:00,0,0,0.0,[]
2020-10-28 21:50:00+00:00,0,0,0.0,[]
2020-10-28 21:55:00+00:00,0,0,0.0,[]
2020-10-28 22:00:00+00:00,0,0,0.0,[]
2020-10-28 22:05:00+00:00,0,0,0.0,[]
2020-10-28 22:10:00+00:00,0,0,0.0,[]
2020-10-28 22:15:00+00:00,0,0,0.0,[]
2020-10-28 22:20:00+00:00,0,0,0.0,[]
2020-10-28 22:25:00+00:00,0,0,0.0,[]
2020-10-28 22:30:00+00:00,0,0,0.0,[]
2020-10-28 22:35:00+00:00,0,0,0.0,[]
2020-10-28 22:40:00+00:00,0,0,0.0,[]
2020-10-28 22:45:00+00:00,0,0,0.0,[]
2020-10-28 22:50:00+00:00,0,0,0.0,[]
2020-10-28 22:55:00+00:00,0,0,0.0,[]
2020-10-28 23:00:00+00:00,0,0,0.0,[]
2020-10-28 23:05:00+00:00,0,0,0.0,[]
2020-10-28 23:10:00+00:00,0,0,0.0,[]
2020-10-28 23:15:00+00:00,0,0,0.0,[]
2020-10-28 23:20:00+00:00,0,0,0.0,[]
2020-10-28 23:25:00+00:00,0,0,0.0,[]
2020-10-28 23:30:00+00:00,0,0,0.0,[]
2020-10-28 23:35:00+00:00,0,0,0.0,[]
2020-10-28 23:40:00+00:00,5420,0,1.0,[5420]
2020-10-28 23:45:00+00:00,0,0,0.0,[]
2020-10-28 23:50:00+00:00,0,0,0.0,[]
2020-10-28 23:55:00+00:00,0,0,0.0,[]
2020-10-29 00:00:00+00:00,0,0,0.0,[]
2020-10-29 00:05:00+00:00,0,0,0.0,[]
2020-10-29 00:10:00+00:00,0,0,0.0,[]
2020-10-29 00:15:00+00:00,0,0,0.0,[]
2020-10-29 00:20:00+00:00,0,0,0.0,[]
2020-10-29 00:25:00+00:00,0,0,0.0,[]
2020-10-29 00:30:00+00:00,0,0,0.0,[]
2020-10-29 00:35:00+00:00,0,0,0.0,[]
2020-10-29 00:40:00+00:00,0,0,0.0,[]
2020-10-29 00:45:00+00:00,0,0,0.0,[]
2020-10-29 00:50:00+00:00,0,0,0.0,[]
2020-10-29 00:55:00+00:00,0,0,0.0,[]
2020-10-29 01:00:00+00:00,0,0,0.0,[]
2020-10-29 01:05:00+00:00,0,0,0.0,[]
2020-10-29 01:10:00+00:00,0,0,0.0,[]
2020-10-29 01:15:00+00:00,0,0,0.0,[]
2020-10-29 01:20:00+00:00,0,0,0.0,[]
2020-10-29 01:25:00+00:00,0,0,0.0,[]
2020-10-29 01:30:00+00:00,0,0,0.0,[]
2020-10-29 01:35:00+00:00,0,0,0.0,[]
2020-10-29 01:40:00+00:00,0,0,0.0,[]
2020-10-29 01:45:00+00:00,0,0,0.0,[]
2020-10-29 01:50:00+00:00,0,0,0.0,[]
2020-10-29 01:55:00+00:00,0,0,0.0,[]
2020-10-29 02:00:00+00:00,0,0,0.0,[]
2020-10-29 02:05:00+00:00,0,0,0.0,[]
2020-10-29 02:10:00+00:00,0,0,0.0,[]
2020-10-29 02:15:00+00:00,0,0,0.0,[]
2020-10-29 02:20:00+00:00,0,0,0.0,[]
2020-10-29 02:25:00+00:00,140,0,1.0,[140]
2020-10-29 02:30:00+00:00,0,0,0.0,[]
2020-10-29 02:35:00+00:00,0,0,0.0,[]
2020-10-29 02:40:00+00:00,0,0,0.0,[]
2020-10-29 02:45:00+00:00,0,0,0.0,[]
2020-10-29 02:50:00+00:00,0,0,0.0,[]
2020-10-29 02:55:00+00:00,0,0,0.0,[]
2020-10-29 03:00:00+00:00,790,0,1.0,[790]
2020-10-29 03:05:00+00:00,0,0,0.0,[]
2020-10-29 03:10:00+00:00,0,0,0.0,[]
2020-10-29 03:15:00+00:00,0,0,0.0,[]
2020-10-29 03:20:00+00:00,9600,1,1.0,[9600]
2020-10-29 03:25:00+00:00,0,0,0.0,[]
2020-10-29 03:30:00+00:00,0,0,0.0,[]
2020-10-29 03:35:00+00:00,0,0,0.0,[]
2020-10-29 03:40:00+00:00,0,0,0.0,[]
2020-10-29 03:45:00+00:00,0,0,0.0,[]
2020-10-29 03:50:00+00:00,0,0,0.0,[]
2020-10-29 03:55:00+00:00,0,0,0.0,[]
2020-10-29 04:00:00+00:00,0,0,0.0,[]
2020-10-29 04:05:00+00:00,0,0,0.0,[]
2020-10-29 04:10:00+00:00,780,0,1.0,[780]
2020-10-29 04:15:00+00:00,0,0,0.0,[]
2020-10-29 04:20:00+00:00,3540,0,1.0,[3540]
2020-10-29 04:25:00+00:00,0,0,0.0,[]
2020-10-29 04:30:00+00:00,0,0,0.0,[]
2020-10-29 04:35:00+00:00,0,0,0.0,[]
2020-10-29 04:40:00+00:00,0,0,0.0,[]
2020-10-29 04:45:00+00:00,0,0,0.0,[]
2020-10-29 04:50:00+00:00,0,0,0.0,[]
2020-10-29 04:55:00+00:00,0,0,0.0,[]
2020-10-29 05:00:00+00:00,0,0,0.0,[]
2020-10-29 05:05:00+00:00,0,0,0.0,[]
2020-10-29 05:10:00+00:00,0,0,0.0,[]
2020-10-29 05:15:00+00:00,0,0,0.0,[]
2020-10-29 05:20:00+00:00,0,0,0.0,[]
2020-10-29 05:25:00+00:00,0,0,0.0,[]
2020-10-29 05:30:00+00:00,0,0,0.0,[]
2020-10-29 05:35:00+00:00,0,0,0.0,[]
2020-10-29 05:40:00+00:00,0,0,0.0,[]
2020-10-29 05:45:00+00:00,0,0,0.0,[]
2020-10-29 05:50:00+00:00,0,0,0.0,[]
2020-10-29 05:55:00+00:00,0,0,0.0,[]
2020-10-29 06:00:00+00:00,0,0,0.0,[]
2020-10-29 06:05:00+00:00,0,0,0.0,[]
2020-10-29 06:10:00+00:00,0,0,0.0,[]
2020-10-29 06:15:00+00:00,0,0,0.0,[]
2020-10-29 06:20:00+00:00,0,0,0.0,[]
2020-10-29 06:25:00+00:00,0,0,0.0,[]
2020-10-29 06:30:00+00:00,0,0,0.0,[]
2020-10-29 06:35:00+00:00,0,0,0.0,[]
2020-10-29 06:40:00+00:00,0,0,0.0,[]
2020-10-29 06:45:00+00:00,0,0,0.0,[]
2020-10-29 06:50:00+00:00,0,0,0.0,[]
2020-10-29 06:55:00+00:00,0,0,0.0,[]
2020-10-29 07:00:00+00:00,0,0,0.0,[]
2020-10-29 07:05:00+00:00,0,0,0.0,[]
2020-10-29 07:10:00+00:00,0,0,0.0,[]
2020-10-29 07:15:00+00:00,0,0,0.0,[]
2020-10-29 07:20:00+00:00,0,0,0.0,[]
2020-10-29 07:25:00+00:00,0,0,0.0,[]
2020-10-29 07:30:00+00:00,0,0,0.0,[]
2020-10-29 07:35:00+00:00,0,0,0.0,[]
2020-10-29 07:40:00+00:00,0,0,0.0,[]
2020-10-29 07:45:00+00:00,0,0,0.0,[]
2020-10-29 07:50:00+00:00,0,0,0.0,[]
2020-10-29 07:55:00+00:00,0,0,0.0,[]
2020-10-29 08:00:00+00:00,0,0,0.0,[]
2020-10-29 08:05:00+00:00,0,0,0.0,[]
2020-10-29 08:10:00+00:00,0,0,0.0,[]
2020-10-29 08:15:00+00:00,0,0,0.0,[]
2020-10-29 08:20:00+00:00,0,0,0.0,[]
2020-10-29 08:25:00+00:00,0,0,0.0,[]
2020-10-29 08:30:00+00:00,0,0,0.0,[]
2020-10-29 08:35:00+00:00,0,0,0.0,[]
2020-10-29 08:40:00+00:00,0,0,0.0,[]
2020-10-29 08:45:00+00:00,0,0,0.0,[]
2020-10-29 08:50:00+00:00,0,0,0.0,[]
2020-10-29 08:55:00+00:00,0,0,0.0,[]
2020-10-29 09:00:00+00:00,0,0,0.0,[]
2020-10-29 09:05:00+00:00,0,0,0.0,[]
2020-10-29 09:10:00+00:00,0,0,0.0,[]
2020-10-29 09:15:00+00:00,0,0,0.0,[]
2020-10-29 09:20:00+00:00,0,0,0.0,[]
2020-10-29 09:25:00+00:00,0,0,0.0,[]
2020-10-29 09:30:00+00:00,0,0,0.0,[]
2020-10-29 09:35:00+00:00,0,0,0.0,[]
2020-10-29 09:40:00+00:00,0,0,0.0,[]
2020-10-29 09:45:00+00:00,0,0,0.0,[]
2020-10-29 09:50:00+00:00,0,0,0.0,[]
2020-10-29 09:55:00+00:00,0,0,0.0,[]
2020-10-29 10:00:00+00:00,0,0,0.0,[]
2020-10-29 10:05:00+00:00,0,0,0.0,[]
2020-10-29 10:10:00+00:00,0,0,0.0,[]
2020-10-29 10:15:00+00:00,0,0,0.0,[]
2020-10-29 10:20:00+00:00,0,0,0.0,[]
2020-10-29 10:25:00+00:00,0,0,0.0,[]
2020-10-29 10:30:00+00:00,0,0,0.0,[]
2020-10-29 10:35:00+00:00,0,0,0.0,[]
2020-10-29 10:40:00+00:00,0,0,0.0,[]
2020-10-29 10:45:00+00:00,0,0,0.0,[]
2020-10-29 10:50:00+00:00,0,0,0.0,[]
2020-10-29 10:55:00+00:00,0,0,0.0,[]
2020-10-29 11:00:00+00:00,0,0,0.0,[]
2020-10-29 11:05:00+00:00,0,0,0.0,[]
2020-10-29 11:10:00+00:00,0,0,0.0,[]
2020-10-29 11:15:00+00:00,0,0,0.0,[]
2020-10-29 11:20:00+00:00,0,0,0.0,[]
2020-10-29 11:25:00+00:00,0,0,0.0,[]
2020-10-29 11:30:00+00:00,0,0,0.0,[]
2020-10-29 11:35:00+00:00,0,0,0.0,[]
2020-10-29 11:40:00+00:00,0,0,0.0,[]
2020-10-29 11:45:00+00:00,0,0,0.0,[]
2020-10-29 11:50:00+00:00,0,0,0.0,[]
2020-10-29 11:55:00+00:00,0,0,0.0,[]
2020-10-29 12:00:00+00:00,0,0,0.0,[]
2020-10-29 12:05:00+00:00,0,0,0.0,[]
2020-10-29 12:10:00+00:00,0,0,0.0,[]
2020-10-29 12:15:00+00:00,0,0,0.0,[]
2020-10-29 12:20:00+00:00,0,0,0.0,[]
2020-10-29 12:25:00+00:00,0,0,0.0,[]
2020-10-29 12:30:00+00:00,0,0,0.0,[]
2020-10-29 12:35:00+00:00,0,0,0.0,[]
2020-10-29 12:40:00+00:00,0,0,0.0,[]
2020-10-29 12:45:00+00:00,0,0,0.0,[]
2020-10-29 12:50:00+00:00,0,0,0.0,[]
2020-10-29 12:55:00+00:00,0,0,0.0,[]
2020-10-29 13:00:00+00:00,0,0,0.0,[]
2020-10-29 13:05:00+00:00,0,0,0.0,[]
2020-10-29 13:10:00+00:00,0,0,0.0,[]
2020-10-29 13:15:00+00:00,0,0,0.0,[]
2020-10-29 13:20:00+00:00,0,0,0.0,[]
